longitude,latitude,housing_median_age,total_rooms,total_bedrooms,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-1.3094008311972072,0.9825105285884405,1.8291149915674163,-0.5899608621763279,-1.1873813130594695,2.545697237418938,352100.0,0,0,0,1,0
-1.3143866832251079,0.9825105285884405,1.8291149915674163,-0.7781996408007851,-0.9617847711265051,1.429273839789297,341300.0,0,0,0,1,0
-1.3143866832251079,0.9825105285884405,1.8291149915674163,-0.4339079887052753,-0.7361882291935407,0.18656727768764272,342200.0,0,0,0,1,0
-1.3143866832251079,0.9825105285884405,1.8291149915674163,-1.124441953814683,-1.0720764138492878,0.318383110920753,269700.0,0,0,0,1,0
-1.3143866832251079,0.9779100455824123,1.8291149915674163,0.45169206824294805,0.3115823766728941,0.05717198703751215,299200.0,0,0,0,1,0
-1.3143866832251079,0.9779100455824123,1.8291149915674163,1.0066550995243788,1.3042071611779376,-0.3156607291008383,241400.0,0,0,0,1,0
-1.3193725352530086,0.9779100455824123,1.010103938000014,0.47119867742682964,1.193915518455155,-1.0346310346052516,226700.0,0,0,0,1,0
-1.3143866832251079,0.9779100455824123,1.8291149915674163,1.440677153865744,1.404472290925922,0.07937182044140934,261100.0,0,0,0,1,0
-1.3193725352530086,0.9825105285884405,1.8291149915674163,0.1269070253313199,0.03585326986593761,-0.2581901323449546,281500.0,0,0,0,1,0
-1.3193725352530086,0.9825105285884405,1.8291149915674163,1.395811952742816,1.6300688328588864,-0.2115773980327215,241800.0,0,0,0,1,0
-1.3193725352530086,0.9825105285884405,1.8291149915674163,0.4087775280384086,0.236383529361906,-0.34678199088200273,213500.0,0,0,0,1,0
-1.3193725352530086,0.9779100455824123,1.8291149915674163,-1.3419406462149626,-1.1823680565720704,-0.6243836459699901,191300.0,0,0,0,1,0
-1.3193725352530086,0.9825105285884405,1.8291149915674163,0.5570277578359085,0.9983985154465859,-1.1478432691291767,159200.0,0,0,0,1,0
-1.3193725352530086,0.9825105285884405,1.6653127808539359,-0.9284005315166732,-0.721148459731343,-1.003786406262142,140000.0,0,0,0,1,0
-1.3243583872809024,0.9825105285884405,1.8291149915674163,-0.10327096303848265,-0.4003000445377936,-0.5542570694230995,152500.0,0,0,0,1,0
-1.3243583872809024,0.9825105285884405,1.8291149915674163,-0.8230648419237127,-0.6710158948573509,-1.0071060075187994,155500.0,0,0,0,1,0
-1.3193725352530086,0.9779100455824123,1.6653127808539359,0.1629942523215008,0.14113165610132103,-1.0963894496509847,158700.0,0,0,0,1,0
-1.3243583872809024,0.9779100455824123,1.8291149915674163,-0.554848965645341,-0.6459496124203549,-0.6730019727081205,162900.0,0,0,0,1,0
-1.3243583872809024,0.9825105285884405,0.8463017272865337,-1.2882974709592883,-1.2174608519838648,-1.5343693404512395,147500.0,0,0,0,1,0
-1.3243583872809024,0.9825105285884405,1.010103938000014,-0.4222040231949464,-0.3000349147898094,-1.2883730556610127,159800.0,0,0,0,1,0
-1.3243583872809024,0.9779100455824123,1.8291149915674163,0.3551343527827343,0.5722717140176531,-1.2804198443169374,113900.0,0,0,0,1,0
-1.3243583872809024,0.9779100455824123,1.8291149915674163,-0.37441283069443654,-0.4504326094117857,-0.9653343583725253,99700.0,0,0,0,1,0
-1.3243583872809024,0.9779100455824123,1.8291149915674163,0.14836429543358962,0.05089303932813524,-0.6752841985720723,132600.0,0,0,0,1,0
-1.329344239308803,0.9825105285884405,0.928202832643274,-1.4989688501452092,-1.5232694977152166,-0.8109728999379496,107500.0,0,0,0,1,0
-1.329344239308803,0.9825105285884405,1.5834116754971956,-0.9186472269247324,-0.9166654627399122,-0.7723133769697917,93800.0,0,0,0,1,0
-1.329344239308803,0.9825105285884405,1.8291149915674163,-0.16959343426368,-0.029319064470252114,-1.2230184059205673,105500.0,0,0,0,1,0
-1.329344239308803,0.9779100455824123,1.6653127808539359,0.009867370228030461,0.3266221461350918,-1.3375446492752525,108900.0,0,0,0,1,0
-1.329344239308803,0.9779100455824123,1.8291149915674163,-1.309754741061558,-1.3377790076814458,-1.3063542291345744,132000.0,0,0,0,1,0
-1.329344239308803,0.9779100455824123,1.5834116754971956,-0.1520374859981866,0.10102560420212733,-1.140443324661211,122300.0,0,0,0,1,0
-1.329344239308803,0.9779100455824123,1.8291149915674163,0.07911583283081004,0.2714763247737005,-1.1168603240670396,115200.0,0,0,0,1,0
-1.3243583872809024,0.9779100455824123,1.5015105701404554,-0.14618550324302212,-0.08947814231904264,-1.230694983826588,110400.0,0,0,0,1,0
-1.3243583872809024,0.9733095625763809,1.5834116754971956,-0.4065987358478411,-0.3050481712772086,-1.5224741026148834,104900.0,0,0,0,1,0
-1.3243583872809024,0.9733095625763809,1.747213886210676,0.5784850279381784,0.737709178101827,-0.5851708561257227,109700.0,0,0,0,1,0
-1.3243583872809024,0.9733095625763809,1.5834116754971956,-0.8357441378932358,-0.7261617162187423,-1.4456391651951639,97200.0,0,0,0,1,0
-1.3243583872809024,0.9733095625763809,1.5015105701404554,-0.2671264801830879,0.025826756891139193,-1.714596025343939,104500.0,0,0,0,1,0
-1.329344239308803,0.9733095625763809,1.8291149915674163,-0.5470463219717885,-0.18473001557962762,-1.4980612017065476,103900.0,0,0,0,1,0
-1.3193725352530086,0.9733095625763809,1.8291149915674163,-0.5870348707987456,-0.4855254048235802,-0.06669063485152253,191400.0,0,0,0,1,0
-1.3193725352530086,0.9733095625763809,1.8291149915674163,0.351233030945958,1.4445783428251155,-0.6823383512424698,176000.0,0,0,0,1,0
